timestamp,acceleration
60.525,0.012
60.543,0.011
60.559,0.011
60.592,0.012
60.632,0.011
60.635,0.012
60.707,0.011
60.718,0.012
60.8,0.012
60.859,0.011
60.884,0.012
60.937,0.011
60.954,0.011
60.984,0.012
61.055,0.011
61.061,0.012
61.138,0.011
61.171,0.012
61.255,0.012
61.26,0.011
61.275,0.011
61.295,0.012
61.364,0.012
61.425,0.011
61.454,0.011
61.484,0.012
61.529,0.011
61.56,0.012
61.661,0.012
61.668,0.011
61.688,0.011
61.689,0.012
61.764,0.012
61.767,0.011
61.868,0.011
61.91,0.012
61.924,0.012
61.951,0.011
62.005,0.011
62.045,0.012
62.125,0.011
62.16,0.012
62.165,0.011
62.19,0.012
62.286,0.011
62.316,0.012
62.323,0.012
62.398,0.011
62.422,0.012
62.445,0.011
62.527,0.011
62.563,0.012
62.587,0.011
62.595,0.012
62.661,0.012
62.722,0.011
62.747,0.012
62.788,0.011
62.866,0.011
62.877,0.012
62.909,0.011
62.923,0.012
62.998,0.011
63.04,0.012
63.085,0.01
63.1,0.012
63.147,0.011
63.157,0.012
63.231,0.012
63.264,0.011
63.298,0.011
63.333,0.012
63.408,0.011
63.437,0.012
63.47,0.012
63.475,0.011
63.592,0.012
63.594,0.011
63.623,0.011
63.666,0.012
63.723,0.012
63.755,0.011
63.795,0.011
63.831,0.012
63.925,0.012
63.932,0.011
63.952,0.012
63.993,0.011
64.07,0.011
64.086,0.012
64.117,0.011
64.12,0.012
64.201,0.012
64.26,0.011
64.265,0.01
64.332,0.012
64.404,0.012
64.417,0.011
64.452,0.011
64.491,0.012
64.548,0.011
64.57,0.012
64.61,0.011
64.665,0.012
64.686,0.011
64.709,0.012
64.801,0.012
64.807,0.011
64.841,0.012
64.849,0.011
64.95,0.012
64.975,0.011
65.015,0.012
65.017,0.011
65.085,0.012
65.128,0.011
65.217,0.012
65.219,0.011
65.246,0.012
65.268,0.011
65.362,0.011
65.372,0.012
65.408,0.012
65.446,0.011
65.52,0.011
65.537,0.012
65.579,0.011
65.593,0.012
65.645,0.011
65.708,0.012
65.748,0.012
65.79,0.011
65.834,0.012
65.837,0.011
65.932,0.012
65.955,0.011
65.982,0.011
65.991,0.012
66.09,0.012
66.097,0.011
66.129,0.012
66.138,0.011
66.229,0.011
66.251,0.012
66.288,0.011
66.344,0.012
66.375,0.011
66.376,0.012
66.473,0.012
66.524,0.011
66.529,0.011
66.572,0.012
66.655,0.011
66.686,0.012
66.719,0.011
66.763,0.012
66.777,0.012
66.834,0.011
66.928,0.012
66.928,0.01
66.952,0.012
67.002,0.011
67.02,0.011
67.031,0.012
67.109,0.012
67.158,0.011
67.213,0.012
67.227,0.011
67.3,0.011
67.325,0.012
67.352,0.011
67.394,0.012
67.44,0.011
67.461,0.012
67.53,0.011
67.565,0.012
67.597,0.011
67.628,0.012
67.678,0.011
67.732,0.012
67.745,0.012
67.803,0.011
67.872,0.012
67.872,0.011
67.91,0.012
67.945,0.011
67.99,0.012
68.011,0.011
68.062,0.011
68.093,0.012
68.143,0.011
68.188,0.012
68.228,0.012
68.256,0.011
68.366,0.011
68.379,0.012
68.392,0.012
68.433,0.011
68.469,0.012
68.474,0.011
68.548,0.012
68.573,0.011
68.687,0.012
68.699,0.011
68.716,0.012
68.745,0.011
68.803,0.011
68.835,0.012
68.913,0.011
68.949,0.012
68.985,0.011
69.026,0.012
69.063,0.012
69.104,0.011
69.167,0.011
69.172,0.012
69.227,0.012
69.272,0.011
69.322,0.011
69.332,0.012
69.355,0.012
69.41,0.011
69.473,0.012
69.512,0.011
69.551,0.011
69.565,0.013
69.61,0.012
69.667,0.011
69.684,0.012
69.718,0.011
69.764,0.012
69.83,0.011
69.854,0.012
69.905,0.011
69.961,0.012
69.968,0.011
70.02,0.011
70.027,0.012
70.145,0.011
70.163,0.012
70.187,0.011
70.196,0.012
70.252,0.011
70.313,0.012
70.333,0.012
70.339,0.011
70.464,0.012
70.475,0.011
70.487,0.012
70.537,0.011
70.585,0.012
70.617,0.011
70.651,0.011
70.68,0.012
70.779,0.011
70.807,0.012
70.812,0.012
70.857,0.011
70.922,0.011
70.958,0.012
70.978,0.011
71.028,0.012
71.063,0.012
71.1,0.011
71.161,0.012
71.185,0.011
71.28,0.011
71.282,0.012
71.306,0.012
71.365,0.011
71.431,0.011
71.454,0.012
71.47,0.011
71.497,0.012
71.542,0.012
71.561,0.011
71.687,0.011
71.692,0.012
71.704,0.012
71.756,0.011
71.834,0.011
71.848,0.012
71.894,0.011
71.912,0.012
71.957,0.012
71.958,0.011
72.041,0.011
72.042,0.012
72.105,0.011
72.112,0.012
72.207,0.012
72.255,0.011
72.326,0.011
72.332,0.012
72.377,0.011
72.414,0.012
72.447,0.012
72.488,0.011
72.514,0.011
72.583,0.012
72.603,0.011
72.647,0.012
72.681,0.011
72.745,0.012
72.822,0.011
72.827,0.012
72.863,0.01
72.878,0.012
72.915,0.011
72.939,0.012
73.002,0.011
73.07,0.012
73.089,0.012
73.147,0.011
73.162,0.011
73.18,0.012
73.239,0.011
73.271,0.012
73.349,0.012
73.35,0.011
73.428,0.012
73.442,0.011
73.523,0.011
73.541,0.012
73.575,0.011
73.612,0.012
73.641,0.012
73.673,0.011
73.742,0.011
73.79,0.013
73.847,0.011
73.878,0.012
73.925,0.011
73.939,0.012
73.991,0.011
74.013,0.012
74.074,0.011
74.086,0.012
74.151,0.012
74.189,0.011
74.251,0.013
74.252,0.011
74.325,0.011
74.359,0.012
74.406,0.012
74.425,0.011
74.497,0.012
74.499,0.011
74.536,0.011
74.607,0.012
74.663,0.011
74.685,0.012
74.722,0.011
74.733,0.012
74.792,0.012
74.848,0.011
74.905,0.012
74.925,0.011
74.97,0.011
74.99,0.012
75.021,0.011
75.031,0.012
75.137,0.012
75.142,0.011
75.245,0.011
75.255,0.012
75.269,0.011
75.306,0.012
75.388,0.011
75.393,0.012
75.49,0.012
75.494,0.011
75.513,0.011
75.517,0.012
75.607,0.012
75.617,0.011
75.664,0.012
75.731,0.011
75.751,0.012
75.818,0.011
75.824,0.011
75.845,0.012
75.903,0.012
75.955,0.011
76.003,0.013
76.034,0.011
76.066,0.012
76.067,0.011
76.207,0.012
76.215,0.011
76.277,0.012
76.283,0.011
76.335,0.012
76.352,0.011
76.398,0.012
76.419,0.011
76.469,0.011
76.5,0.012
76.562,0.012
76.615,0.011
76.692,0.011
76.694,0.012
76.736,0.011
76.762,0.012
76.838,0.011
76.852,0.012
76.891,0.012
76.919,0.011
76.99,0.012
77.001,0.011
77.037,0.011
77.077,0.012
77.138,0.012
77.186,0.011
77.222,0.011
77.234,0.012
77.302,0.011
77.307,0.012
77.399,0.012
77.403,0.011
77.46,0.012
77.486,0.011
77.527,0.011
77.576,0.012
77.65,0.012
77.677,0.011
77.699,0.011
77.728,0.012
77.778,0.012
77.816,0.011
77.884,0.011
77.901,0.012
77.941,0.011
77.972,0.012
78.062,0.011
78.063,0.012
78.095,0.012
78.125,0.011
78.18,0.011
78.228,0.012
78.311,0.012
78.319,0.011
78.339,0.011
78.38,0.012
78.443,0.012
78.446,0.011
78.525,0.012
78.565,0.011
78.638,0.011
78.641,0.012
78.703,0.012
78.711,0.011
78.771,0.011
78.802,0.012
78.869,0.012
78.873,0.011
78.905,0.011
78.91,0.012
78.977,0.012
79.037,0.011
79.088,0.01
79.124,0.012
79.162,0.011
79.165,0.012
79.273,0.012
79.289,0.011
79.299,0.011
79.378,0.012
79.398,0.011
79.404,0.012
79.485,0.012
79.529,0.011
79.587,0.011
79.591,0.012
79.671,0.011
79.696,0.012
79.717,0.012
79.745,0.011
79.803,0.011
79.83,0.012
79.908,0.011
79.942,0.012
79.95,0.012
79.984,0.011
80.045,0.011
80.07,0.012
80.117,0.012
80.12,0.011
80.233,0.012
80.259,0.011
80.297,0.011
0.017,
0.077,0.018
0.111,0.018
0.119,0.017
0.195,0.018
0.214,0.017
0.277,0.018
0.318,0.017
0.342,0.018
0.369,0.016
0.447,0.017
0.461,0.018
0.496,0.018
0.502,0.017
0.586,0.017
0.595,0.018
0.695,0.018
0.702,0.017
0.776,0.018
0.802,0.017
0.874,0.018
0.885,0.017
0.902,0.017
0.944,0.018
0.986,0.017
0.995,0.018
1.112,0.018
1.118,0.017
1.185,0.017
1.193,0.018
1.251,0.017
1.277,0.018
1.31,0.018
1.37,0.017
1.425,0.018
1.435,0.017
1.468,0.017
1.511,0.018
1.547,0.017
1.593,0.018
1.643,0.018
1.652,0.017
1.727,0.018
1.77,0.017
1.785,0.017
1.844,0.018
1.863,0.018
1.935,0.017
1.942,0.018
1.968,0.017
2.036,0.017
2.078,0.018
2.127,0.018
2.168,0.017
2.2,0.017
2.234,0.018
2.301,0.017
2.344,0.018
2.36,0.018
2.366,0.017
2.476,0.018
2.5,0.016
2.51,0.018
2.569,0.017
2.597,0.018
2.653,0.017
2.676,0.018
2.717,0.017
2.76,0.018
2.802,0.017
2.859,0.018
2.87,0.017
2.935,0.017
2.976,0.018
3.0,0.018
3.002,0.017
3.095,0.018
3.119,0.017
3.193,0.018
3.219,0.017
3.235,0.017
3.26,0.018
3.343,0.018
3.352,0.017
3.41,0.018
3.432,0.017
3.545,0.018
3.552,0.017
3.559,0.018
3.617,0.017
3.643,0.018
3.685,0.017
3.743,0.018
3.752,0.017
3.819,0.017
3.842,0.018
3.935,0.017
3.943,0.018
4.034,0.017
4.038,0.018
4.077,0.018
4.102,0.017
4.125,0.018
4.169,0.017
4.218,0.017
4.227,0.018
4.302,0.017
4.312,0.018
4.42,0.017
4.427,0.018
4.487,0.017
4.525,0.018
4.56,0.018
4.585,0.017
4.635,0.017
4.643,0.018
4.727,0.018
4.767,0.017
4.776,0.018
4.787,0.017
4.902,0.017
4.927,0.018
4.977,0.018
5.004,0.017
5.012,0.018
5.085,0.016
5.136,0.016
5.144,0.018
5.21,0.018
5.22,0.017
5.285,0.017
5.325,0.018
5.38,0.017
5.41,0.018
5.417,0.017
5.441,0.018
5.511,0.018
5.518,0.016
5.585,0.017
5.625,0.018
5.676,0.018
5.736,0.017
5.752,0.016
5.81,0.018
5.853,0.017
5.892,0.018
5.91,0.018
5.918,0.017
5.994,0.018
6.02,0.017
6.077,0.018
6.101,0.017
6.152,0.016
6.21,0.018
6.234,0.017
6.294,0.018
6.315,0.018
6.334,0.017
6.419,0.017
6.462,0.018
6.504,0.017
6.527,0.018
6.554,0.017
6.611,0.018
6.655,0.017
6.658,0.018
6.742,0.018
6.769,0.017
6.794,0.018
6.819,0.016
6.876,0.018
6.917,0.017
6.977,0.018
6.986,0.017
7.034,0.017
7.078,0.018
7.152,0.017
7.178,0.018
7.219,0.017
7.244,0.018
7.277,0.018
7.285,0.016
7.41,0.018
7.419,0.017
7.437,0.017
7.512,0.018
7.535,0.017
7.561,0.018
7.642,0.018
7.651,0.016
7.694,0.018
7.735,0.017
7.811,0.018
7.837,0.017
7.911,0.018
7.919,0.017
7.935,0.017
7.945,0.018
8.019,0.017
8.044,0.018
8.097,0.017
8.16,0.018
8.195,0.018
8.202,0.017
8.261,0.018
8.286,0.017
8.336,0.017
8.377,0.018
8.431,0.018
8.435,0.017
8.552,0.017
8.562,0.018
8.578,0.018
8.586,0.017
8.669,0.017
8.694,0.018
8.735,0.017
8.777,0.018
8.819,0.017
8.877,0.018
8.902,0.016
8.962,0.018
9.01,0.018
9.023,0.017
9.069,0.016
9.112,0.018
9.16,0.018
9.185,0.017
9.243,0.018
9.27,0.016
9.352,0.017
9.361,0.018
9.412,0.018
9.437,0.017
9.488,0.017
9.495,0.018
9.545,0.018
9.554,0.017
9.652,0.017
9.696,0.018
9.727,0.018
9.736,0.017
9.803,0.016
9.812,0.018
9.869,0.017
9.895,0.018
9.945,0.018
9.967,0.017
10.052,0.017
10.092,0.018
10.129,0.018
10.152,0.016
10.202,0.017
10.211,0.018
10.337,0.017
10.346,0.018
10.358,0.017
10.36,0.018
10.446,0.018
10.501,0.017
10.561,0.018
10.586,0.017
10.595,0.018
10.636,0.017
10.677,0.018
10.72,0.017
10.785,0.017
10.826,0.018
10.846,0.018
10.902,0.017
10.913,0.018
10.92,0.017
11.02,0.016
11.062,0.018
11.095,0.018
11.12,0.017
11.17,0.016
11.213,0.018
11.245,0.018
11.287,0.016
11.354,0.017
11.361,0.018
11.404,0.017
11.41,0.018
11.479,0.018
11.519,0.017
11.563,0.018
11.62,0.017
11.669,0.017
11.695,0.018
11.762,0.018
11.787,0.017
11.829,0.018
11.87,0.017
11.928,0.018
11.937,0.017
11.996,0.018
12.003,0.017
12.053,0.017
12.078,0.018
12.129,0.018
12.187,0.017
12.219,0.017
12.248,0.018
12.302,0.017
12.328,0.018
12.385,0.017
12.393,0.018
12.479,0.018
12.487,0.017
12.562,0.018
12.604,0.017
12.637,0.017
12.645,0.018
12.754,0.017
12.762,0.018
12.778,0.018
12.788,0.017
12.853,0.016
12.915,0.018
12.988,0.017
13.012,0.018
13.053,0.017
13.077,0.018
13.104,0.017
13.13,0.018
13.178,0.018
13.219,0.017
13.282,0.017
13.311,0.018
13.346,0.018
13.389,0.017
13.454,0.017
13.478,0.018
13.511,0.018
13.555,0.017
13.612,0.018
13.656,0.017
13.672,0.016
13.678,0.018
13.755,0.017
13.78,0.018
13.855,0.017
13.879,0.018
13.912,0.018
13.961,0.017
14.02,0.017
14.062,0.018
14.087,0.017
14.112,0.018
14.162,0.018
14.204,0.017
14.245,0.018
14.287,0.017
14.321,0.017
14.362,0.018
14.446,0.018
14.455,0.017
14.537,0.017
14.545,0.018
14.587,0.017
14.63,0.018
14.68,0.018
14.705,0.017
14.738,0.017
14.766,0.018
14.847,0.018
14.854,0.017
14.879,0.018
14.922,0.017
14.979,0.018
15.02,0.017
15.047,0.018
15.103,0.017
15.13,0.018
15.137,0.017
15.205,0.017
15.213,0.018
15.28,0.018
15.303,0.016
15.363,0.018
15.37,0.017
15.485,0.017
15.512,0.018
15.53,0.018
15.587,0.017
15.612,0.018
15.622,0.017
15.729,0.018
15.739,0.016
15.805,0.017
15.812,0.018
15.865,0.018
15.905,0.017
15.954,0.017
15.979,0.018
16.013,0.018
16.055,0.017
16.13,0.018
16.154,0.017
16.189,0.017
16.197,0.018
16.262,0.018
16.271,0.017
16.365,0.018
16.389,0.017
16.439,0.016
16.481,0.018
16.539,0.017
16.547,0.018
16.588,0.017
16.647,0.018
16.697,0.018
16.721,0.017
16.792,0.018
16.793,0.017
16.839,0.017
16.863,0.018
16.922,0.017
16.948,0.018
16.991,0.017
17.049,0.018
17.066,0.018
17.072,0.017
17.139,0.017
17.16,0.018
17.244,0.018
17.255,0.016
17.324,0.017
17.329,0.018
17.389,0.016
17.4,0.018
17.48,0.018
17.54,0.017
17.555,0.017
17.582,0.018
17.673,0.017
17.698,0.018
17.733,0.018
17.74,0.017
17.807,0.017
17.847,0.018
17.866,0.018
17.872,0.017
17.956,0.017
17.965,0.018
18.048,0.018
18.09,0.017
18.13,0.018
18.172,0.017
18.24,0.017
18.264,0.018
18.272,0.017
18.345,0.018
18.374,0.017
18.381,0.018
18.449,0.018
18.507,0.017
18.548,0.018
18.59,0.017
18.607,0.017
18.65,0.018
18.682,0.018
18.74,0.017
18.765,0.018
18.824,0.017
18.857,0.017
18.865,0.018
18.932,0.018
18.956,0.017
18.997,0.018
19.006,0.016
19.115,0.018
19.14,0.017
19.173,0.017
19.232,0.018
19.24,0.017
19.245,0.018
19.357,0.016
19.398,0.018
19.424,0.017
19.433,0.018
19.481,0.018
19.539,0.017
19.596,0.017
19.632,0.018
19.673,0.017
19.716,0.018
19.749,0.018
19.789,0.017
19.824,0.017
19.832,0.018
19.9,0.018
19.94,0.017
19.974,0.017
20.016,0.018
20.07,0.018
20.107,0.017
20.132,0.018
20.208,0.017
20.249,0.018
20.274,0.017
20.299,0.018
20.355,0.017
20.4,0.018
20.408,0.017
20.482,0.018
20.525,0.017
20.54,0.017
20.596,0.018
20.658,0.017
20.682,0.018
20.716,0.018
20.725,0.017
20.775,0.017
20.849,0.018
20.885,0.018
20.925,0.017
20.958,0.017
20.965,0.018
21.048,0.018
21.091,0.016
21.115,0.018
21.124,0.017
21.191,0.017
21.251,0.018
21.275,0.017
21.333,0.018
21.367,0.018
21.392,0.017
21.482,0.018
21.491,0.017
21.539,0.017
21.549,0.018
21.616,0.018
21.643,0.017
21.666,0.018
21.692,0.017
21.808,0.017
21.814,0.018
21.892,0.017
21.901,0.018
21.918,0.018
21.958,0.017
22.026,0.017
22.049,0.018
22.111,0.017
22.117,0.018
22.176,0.016
22.218,0.018
22.267,0.018
22.31,0.017
22.314,0.018
22.342,0.017
22.417,0.018
22.426,0.017
22.477,0.017
22.516,0.018
22.585,0.018
22.625,0.017
22.66,0.017
22.683,0.018
22.75,0.018
22.774,0.017
22.85,0.018
22.859,0.017
22.876,0.017
22.953,0.018
22.959,0.016
23.018,0.018
23.095,0.017
23.101,0.018
23.167,0.018
23.193,0.017
23.25,0.018
23.259,0.017
23.316,0.018
23.325,0.017
23.376,0.017
23.417,0.018
23.486,0.018
23.506,0.017
23.56,0.017
23.567,0.018
23.618,0.018
23.626,0.017
23.74,0.017
23.752,0.018
23.784,0.018
23.826,0.017
23.85,0.018
23.911,0.017
23.943,0.017
24.0,0.018
24.046,0.017
24.07,0.018
24.16,0.017
24.167,0.018
24.186,0.018
24.215,0.017
24.275,0.016
24.302,0.018
24.36,0.017
24.385,0.018
24.445,0.017
24.484,0.018
24.494,0.017
24.549,0.018
24.609,0.016
24.65,0.018
24.685,0.018
24.726,0.017
24.793,0.016
24.802,0.018
24.859,0.017
24.871,0.018
24.902,0.018
24.971,0.017
24.982,0.018
25.027,0.016
25.06,0.016
25.087,0.018
25.144,0.017
25.219,0.018
25.275,0.017
25.283,0.018
25.342,0.017
25.367,0.018
25.394,0.017
25.401,0.018
25.517,0.018
25.543,0.017
25.582,0.018
25.593,0.016
25.693,0.017
25.7,0.018
25.751,0.018
25.76,0.017
25.794,0.016
25.831,0.018
25.91,0.017
25.917,0.018
26.014,0.017
26.02,0.018
26.069,0.018
26.076,0.017
26.11,0.017
26.185,0.018
26.209,0.016
26.217,0.018
26.285,0.018
26.294,0.017
26.368,0.018
26.393,0.017
26.444,0.017
26.47,0.018
26.525,0.017
26.536,0.018
26.61,0.017
26.652,0.018
26.686,0.018
26.744,0.017
26.789,0.017
26.801,0.018
26.852,0.018
26.911,0.017
26.926,0.017
26.936,0.018
27.036,0.018
27.062,0.017
27.085,0.018
27.11,0.017
27.16,0.017
27.186,0.018
27.242,0.017
27.269,0.018
27.365,0.018
27.378,0.017
27.417,0.018
27.46,0.016
27.502,0.018
27.56,0.017
27.619,0.018
27.644,0.017
27.674,0.017
27.72,0.018
27.769,0.018
27.794,0.017
27.81,0.017
27.836,0.018
27.894,0.017
27.937,0.018
27.99,0.018
28.044,0.017
28.052,0.018
28.062,0.017
28.145,0.017
28.186,0.018
28.252,0.018
28.26,0.017
28.311,0.017
28.351,0.018
28.386,0.018
28.44,0.017
28.486,0.018
28.528,0.017
28.561,0.017
28.567,0.018
28.644,0.017
28.653,0.018
28.721,0.018
28.743,0.016
28.777,0.017
28.783,0.018
28.87,0.018
28.911,0.017
28.952,0.018
28.995,0.017
29.027,0.017
29.069,0.018
29.103,0.018
29.162,0.017
29.236,0.018
29.244,0.017
29.271,0.018
29.311,0.017
29.369,0.018
29.395,0.017
29.451,0.018
29.477,0.017
29.543,0.017
29.571,0.018
29.61,0.017
29.62,0.018
29.678,0.017
29.698,0.018
29.76,0.017
29.803,0.018
29.843,0.017
29.853,0.018
29.911,0.016
29.92,0.018
30.012,0.017
30.037,0.018
30.128,0.017
30.136,0.018
30.17,0.018
30.213,0.017
30.295,0.017
30.302,0.018
30.377,0.017
30.386,0.018
30.427,0.016
30.437,0.018
30.485,0.018
30.547,0.017
30.577,0.017
30.619,0.018
30.637,0.018
30.663,0.017
30.72,0.018
30.78,0.017
30.861,0.017
30.871,0.018
30.945,0.016
30.953,0.018
31.002,0.018
31.01,0.017
31.08,0.017
31.085,0.018
31.166,0.018
31.195,0.017
31.236,0.018
31.261,0.017
31.295,0.017
31.352,0.018
31.374,0.018
31.411,0.017
31.453,0.018
31.514,0.017
31.528,0.017
31.603,0.018
31.644,0.017
31.666,0.018
31.703,0.018
31.711,0.016
31.795,0.017
31.806,0.018
31.87,0.018
31.895,0.017
31.946,0.017
32.004,0.018
32.019,0.018
32.077,0.016
32.13,0.017
32.152,0.018
32.186,0.018
32.245,0.017
32.261,0.017
32.286,0.018
32.387,0.018
32.396,0.017
32.478,0.017
32.487,0.018
32.495,0.017
32.553,0.018
32.585,0.018
32.593,0.017
32.669,0.018
32.695,0.017
32.77,0.018
32.796,0.017
32.853,0.018
32.861,0.017
32.96,0.016
32.97,0.018
33.012,0.017
33.053,0.018
33.103,0.018
33.127,0.017
33.153,0.018
33.162,0.017
33.292,0.018
33.295,0.017
33.303,0.018
33.362,0.017
33.395,0.017
33.404,0.018
33.485,0.018
33.54,0.017
33.55,0.018
33.593,0.017
33.67,0.018
33.68,0.017
33.778,0.017
33.787,0.018
33.825,0.017
33.837,0.018
33.895,0.017
33.939,0.018
33.978,0.017
34.005,0.018
34.036,0.018
34.079,0.017
34.128,0.017
34.153,0.018
34.195,0.017
34.254,0.018
34.346,0.017
34.353,0.018
34.396,0.017
34.42,0.018
34.461,0.017
34.475,0.018
34.52,0.018
34.562,0.017
34.621,0.018
34.629,0.016
34.73,0.017
34.737,0.018
34.779,0.017
34.787,0.018
34.896,0.017
34.903,0.018
34.937,0.018
34.944,0.017
35.02,0.018
35.062,0.017
35.111,0.017
35.137,0.018
35.18,0.017
35.187,0.018
35.262,0.017
35.288,0.018
35.355,0.018
35.378,0.017
35.412,0.017
35.437,0.018
35.521,0.018
35.527,0.017
35.577,0.017
35.587,0.018
35.696,0.017
35.703,0.018
35.737,0.018
35.779,0.017
35.83,0.017
35.87,0.018
35.92,0.018
35.929,0.017
35.971,0.018
36.012,0.017
36.097,0.017
36.102,0.018
36.187,0.018
36.195,0.017
36.22,0.018
36.28,0.017
36.313,0.016
36.337,0.018
36.413,0.017
36.438,0.018
36.471,0.018
36.512,0.017
36.57,0.018
36.578,0.017
36.622,0.018
36.626,0.017
36.712,0.017
36.77,0.018
36.788,0.018
36.846,0.017
36.897,0.016
36.919,0.018
37.005,0.018
37.008,0.017
37.03,0.017
37.036,0.018
37.145,0.016
37.157,0.018
37.231,0.018
37.263,0.017
37.329,0.017
37.337,0.018
37.412,0.017
37.421,0.018
37.437,0.018
37.465,0.017
37.535,0.018
37.562,0.016
37.643,0.017
37.653,0.018
37.7,0.017
37.706,0.018
37.779,0.016
37.784,0.018
37.862,0.017
37.887,0.018
37.921,0.018
37.928,0.017
38.029,0.017
38.07,0.018
38.079,0.017
38.12,0.018
38.196,0.017
38.206,0.018
38.296,0.017
38.305,0.018
38.345,0.017
38.386,0.018
38.397,0.016
38.42,0.018
38.477,0.017
38.487,0.018
38.596,0.017
38.638,0.018
38.662,0.017
38.67,0.018
38.721,0.018
38.728,0.017
38.87,0.018
38.879,0.017
38.928,0.017
38.954,0.018
38.979,0.017
38.989,0.018
39.046,0.017
39.087,0.018
39.146,0.017
39.151,0.018
39.247,0.016
39.272,0.018
39.295,0.017
39.304,0.018
39.372,0.018
39.412,0.017
39.487,0.018
39.495,0.017
39.528,0.017
39.537,0.018
39.655,0.018
39.682,0.017
39.721,0.018
39.727,0.017
39.784,0.018
39.797,0.017
39.871,0.018
39.879,0.017
39.938,0.018
39.945,0.017
40.036,0.018
40.046,0.016
40.113,0.017
40.138,0.018
40.178,0.017
40.237,0.018
40.305,0.018
40.312,0.017
40.347,0.017
40.387,0.018
40.437,0.018
40.479,0.017
40.547,0.017
40.571,0.018
